model,task_id,task_name,domain,score,passed,assertions_total,assertions_passed,input_tokens,output_tokens,num_tool_calls,num_model_calls,steps,model_time_s
opera,532,hr.multi_app_new_hire_setup,hr,0.5,0,8,4,263953,6470,36,22,22,243.64
opera,533,hr.disciplinary_action_tracking,hr,0.0,0,8,0,252981,11141,37,20,20,393.02
opera,534,hr.zoom_orientation_sessions,hr,0.16666666666666666,0,6,1,1659804,19534,88,50,50,697.46
opera,535,hr.airtable_recruitment_analytics,hr,0.0,0,6,0,803157,10075,40,30,30,362.16
opera,536,hr.docusign_nda_collection,hr,0.6,0,5,3,175838,5760,28,20,20,226.73
opera,537,hr.monday_pip_tracking,hr,0.0,0,4,0,1171767,14439,97,50,50,514.49
opera,538,hr.trello_internal_transfers,hr,0.0,0,5,0,1102491,11687,95,50,50,405.51
opera,539,hr.slack_benefits_inquiry,hr,0.16666666666666666,0,6,1,877599,10876,66,40,40,403.25
opera,540,hr.intern_program_coordination,hr,0.0,0,13,0,2459852,9509,79,49,49,355.6
opera,541,hr.notion_meeting_notes,hr,0.0,0,5,0,622743,9775,59,50,50,454.8
opera,542,hr.recruitment_dedup_alert,hr,0.0,0,6,0,714162,15340,50,50,50,528.02
opera,543,hr.offboarding_multi_system,hr,0.0,0,7,0,1448477,16321,56,50,50,551.18
opera,544,hr.standup_absence_tracking,hr,1.0,1,6,6,232290,5519,37,15,15,207.73
opera,545,hr.recruitment_channel_roi,hr,0.0,0,6,0,1587787,11975,99,50,50,447.02
opera,546,hr.return_from_leave,hr,0.0,0,5,0,487322,12164,47,31,31,439.47
opera,547,hr.team_restructure_notification,hr,0.0,0,5,0,1429728,8909,45,39,39,349.17
opera,548,hr.docusign_policy_acknowledgment,hr,0.6,0,5,3,368489,6642,35,29,29,237.54
opera,549,hr.twilio_emergency_notification,hr,0.25,0,4,1,517726,15882,44,29,29,551.61
opera,550,hr.payroll_bonus_processing,hr,0.125,0,8,1,393608,9833,28,26,26,350.42
opera,551,hr.workforce_planning_forecast,hr,0.8888888888888888,0,9,8,152090,5426,21,16,16,194.53
opera,552,hr.benefits_open_enrollment_processing,hr,0.0,0,5,0,1053211,10229,92,50,50,340.63
opera,553,hr.candidate_offer_negotiation_tracking,hr,0.6666666666666666,0,3,2,416754,10324,45,29,29,367.5
opera,554,hr.employee_transfer_approval_workflow,hr,0.0,0,3,0,1012367,8963,62,50,50,291.84
opera,555,hr.compliance_training_enrollment,hr,0.2857142857142857,0,7,2,679688,14831,66,30,30,3903.95
opera,556,hr.docusign_severance_agreements,hr,0.42857142857142855,0,7,3,718705,15459,82,35,35,526.61
opera,557,hr.jira_security_access_review,hr,0.3333333333333333,0,6,2,513044,11760,64,31,31,3861.81
opera,558,hr.airtable_learning_path_assignment,hr,0.0,0,6,0,1775772,8457,75,50,50,285.24
opera,559,hr.monday_succession_planning,hr,0.0,0,4,0,454661,14106,74,33,33,485.03
opera,560,hr.trello_recruiting_event_coordination,hr,0.0,0,8,0,961586,13435,70,33,33,474.32
opera,561,hr.zoom_all_hands_setup,hr,0.2,0,5,1,1322837,10034,64,50,50,333.89
opera,562,hr.break_schedule_processing,hr,0.42857142857142855,0,7,3,791929,11267,111,40,40,398.26
opera,563,hr.employee_request_routing,hr,0.5,0,6,3,169419,11216,45,15,15,390.9
opera,564,hr.calendly_manager_office_hours,hr,0.0,0,6,0,1267495,13421,138,50,50,455.81
opera,565,hr.confluence_policy_migration,hr,0.5,0,8,4,1176704,15014,90,50,50,508.19
opera,566,hr.salary_adjustment_processing,hr,0.0,0,7,0,809876,13231,61,50,50,551.7
opera,567,hr.benefits_enrollment_audit,hr,0.0,0,5,0,202252,2509,21,15,15,112.3
opera,568,hr.performance_review_kickoff,hr,0.0,0,4,0,1807906,5694,54,50,50,202.87
opera,569,hr.payroll_discrepancy,hr,0.0,0,10,0,1427861,14971,108,50,50,522.95
opera,570,hr.anniversary_recognition,hr,0.0,0,4,0,1267044,11908,62,50,50,412.26
opera,571,hr.compliance_training_enforcement,hr,0.0,0,6,0,1456328,8710,68,45,45,318.41
opera,572,hr.equipment_provisioning,hr,0.0,0,5,0,980616,7592,61,50,50,269.51
opera,573,hr.exit_interview_scheduling,hr,0.0,0,8,0,625214,5230,38,24,24,200.73
opera,574,hr.referral_bonus_processing,hr,0.0,0,6,0,977945,16059,63,41,41,582.79
opera,575,hr.org_restructure_update,hr,0.0,0,6,0,353850,8081,31,24,24,292.34
opera,576,hr.pto_reconciliation,hr,0.0,0,5,0,458130,13162,50,27,27,458.77
opera,577,hr.promotion_announcement,hr,0.0,0,5,0,709041,6334,66,34,34,241.39
opera,578,hr.i9_verification_tracking,hr,0.0,0,8,0,955880,8460,64,47,47,315.36
opera,579,hr.termination_checklist,hr,0.0,0,7,0,220401,4196,38,16,16,163.09
opera,580,hr.diversity_metrics_report,hr,0.0,0,5,0,1136758,8128,42,38,38,306.2
opera,581,hr.buddy_assignment,hr,0.0,0,5,0,976510,9463,84,43,43,345.93
opera,582,hr.grievance_routing,hr,0.0,0,6,0,535273,18347,63,35,35,605.28
opera,583,hr.visa_expiration_monitoring,hr,0.0,0,5,0,1225042,5624,62,50,50,204.83
opera,584,hr.expense_report_audit,hr,0.0,0,9,0,415478,4576,29,21,21,174.9
opera,585,hr.background_check_followup,hr,0.14285714285714285,0,7,1,692463,9890,64,41,41,337.93
opera,586,hr.contractor_renewal,hr,0.0,0,7,0,1453290,7180,56,50,50,247.31
opera,587,hr.survey_distribution,hr,0.25,0,4,1,109168,3433,19,16,16,131.27
opera,588,hr.job_posting_refresh,hr,0.0,0,6,0,304511,9425,29,17,17,329.47
opera,589,hr.mandatory_meeting_scheduling,hr,0.16666666666666666,0,6,1,177618,5464,28,17,17,208.7
opera,590,hr.data_migration_validation,hr,0.0,0,6,0,151915,6883,23,18,18,235.93
opera,591,hr.safety_incident_reporting,hr,0.0,0,6,0,632565,12389,52,44,44,384.65
opera,592,hr.tuition_reimbursement,hr,0.0,0,9,0,1735574,9055,54,42,42,306.68
opera,593,hr.recognition_nominations,hr,0.0,0,6,0,724002,10374,77,45,45,334.01
opera,594,hr.rto_compliance_check,hr,0.2,0,5,1,453159,18330,42,28,28,501.78
opera,595,hr.headcount_planning,hr,0.2222222222222222,0,9,2,464563,8183,37,22,22,263.09
opera,596,hr.handbook_acknowledgment,hr,0.0,0,4,0,517237,10319,45,35,35,305.37
opera,597,hr.comp_adjustment_batch,hr,0.0,0,11,0,964920,9236,54,50,50,272.95
opera,598,hr.intern_cohort_onboarding,hr,0.0,0,9,0,532705,20252,65,20,20,500.74
opera,599,hr.benefits_enrollment_review,hr,0.0,0,9,0,319004,12712,48,25,25,344.48
opera,600,hr.quarterly_termination_queue,hr,0.0,0,1,0,412536,8617,34,30,30,244.13
gemma,1,sales.update_contact_phone,sales,0.5,0,4,2,67205,3834,19,15,15,113.28
gemma,2,sales.advance_opportunity_stage,sales,0.25,0,4,1,254909,6873,40,25,25,187.27
gemma,3,sales.create_contact_for_account,sales,0.0,0,3,0,266272,6757,47,28,28,179.85
gemma,4,sales.add_contact_to_campaign,sales,0.6666666666666666,0,6,4,36573,3152,13,7,7,109.18
gemma,5,sales.qualify_lead,sales,0.8,0,5,4,238974,4592,37,19,19,131.57
gemma,6,sales.create_new_opportunity,sales,0.0,0,2,0,545584,11853,68,31,31,318.94
gemma,7,sales.create_note_on_contact,sales,0.0,0,10,0,88257,4067,24,13,13,116.77
gemma,8,sales.send_customer_email,sales,0.0,0,3,0,176814,6418,27,21,21,170.18
gemma,9,sales.create_important_draft,sales,1.0,1,2,2,220160,9710,73,24,24,253.66
gemma,10,sales.mark_vip_emails_read,sales,0.0,0,6,0,502683,15197,92,43,43,414.49
gemma,11,sales.apply_project_label,sales,0.0,0,7,0,112866,6162,31,17,17,174.99
gemma,12,sales.create_draft_reply,sales,0.0,0,5,0,645881,12052,72,39,39,320.42
gemma,13,sales.multi_hop_lookup,sales,0.3333333333333333,0,3,1,392184,9740,68,31,31,249.37
gemma,14,sales.negative_selection,sales,0.42857142857142855,0,14,6,119482,6509,30,14,14,163.78
gemma,15,sales.recency_selection,sales,0.5,0,4,2,32005,1909,15,7,7,41.0
gemma,16,sales.priority_selection,sales,0.0,0,1,0,226826,10101,86,27,27,254.83
gemma,17,sales.format_ambiguity,sales,0.0,0,2,0,626815,8594,39,40,40,219.54
gemma,18,sales.implicit_rules,sales,0.0,0,5,0,111999,3943,17,18,18,96.25
gemma,19,sales.cross_reference_validation,sales,0.2,0,5,1,36367,2167,10,10,10,49.16
gemma,20,sales.soft_matching,sales,1.0,1,3,3,54062,2699,16,12,12,59.39
gemma,21,sales.weighted_priority,sales,0.0,0,1,0,1182912,8065,49,50,50,203.7
gemma,22,sales.dependency_chain,sales,0.0,0,2,0,895143,8530,49,50,50,226.27
gemma,23,sales.calendar_crm_meeting,sales,0.0,0,3,0,75740,2816,17,9,9,65.16
gemma,24,sales.sheets_reconciliation,sales,1.0,1,3,3,122215,5543,25,15,15,129.52
gemma,25,sales.five_level_conditional,sales,0.0,0,6,0,101656,3195,20,13,13,75.38
gemma,26,sales.zoom_crm_meeting,sales,0.0,0,2,0,206192,4301,28,29,29,104.28
gemma,27,sales.zoom_calendar_conflict,sales,1.0,1,4,4,185912,3589,19,20,20,84.64
gemma,28,sales.email_zoom_fuzzy,sales,0.5,0,6,3,554912,6210,53,36,36,157.01
gemma,29,sales.slack_deal_notification,sales,0.6666666666666666,0,6,4,83419,3731,22,10,10,99.53
gemma,30,sales.slack_channel_for_new_account,sales,0.7142857142857143,0,7,5,36683,1889,16,6,6,58.84
gemma,31,sales.linkedin_prospect_research,sales,0.375,0,8,3,183610,4809,33,21,21,123.08
gemma,32,sales.linkedin_connection_outreach,sales,0.2727272727272727,0,11,3,87909,3807,24,13,13,99.78
gemma,33,sales.calendly_discovery_call,sales,0.8333333333333334,0,6,5,110883,2805,18,19,19,103.83
gemma,34,sales.calendly_no_show_followup,sales,0.5,0,6,3,587931,10763,41,42,42,296.8
gemma,35,sales.docusign_contract_send,sales,0.45454545454545453,0,11,5,632588,8898,49,50,50,233.93
gemma,36,sales.docusign_deal_workspace,sales,0.2222222222222222,0,9,2,457413,4043,25,26,26,111.67
gemma,37,sales.calendly_reschedule_chain,sales,0.0,0,6,0,560990,9032,44,42,42,266.62
gemma,38,sales.zoom_webinar_lead_capture,sales,0.0,0,11,0,354386,3618,43,21,21,103.86
gemma,39,sales.zoom_meeting_followup,sales,0.375,0,8,3,117524,4651,23,20,20,125.51
gemma,40,sales.linkedin_job_change,sales,0.375,0,8,3,113988,4619,31,17,17,129.74
gemma,41,sales.calendly_meeting_prep,sales,0.0,0,10,0,505506,7408,37,34,34,207.98
gemma,42,sales.docusign_compliance_template,sales,0.0,0,13,0,152138,5192,25,18,18,142.91
gemma,43,sales.zoom_recording_distribution,sales,0.2857142857142857,0,14,4,1058714,14057,101,40,40,418.35
gemma,44,sales.calendly_capacity_management,sales,0.0,0,4,0,372811,7801,40,34,34,232.79
gemma,45,sales.linkedin_event_promotion,sales,0.25,0,8,2,679240,10991,73,25,25,375.47
gemma,46,sales.zoom_attendance_pipeline,sales,0.5,0,10,5,107133,5174,22,9,9,149.59
gemma,47,sales.docusign_void_resend,sales,0.6363636363636364,0,11,7,299611,5839,30,30,30,170.17
gemma,48,sales.linkedin_content_engagement,sales,0.0,0,6,0,322153,6215,33,20,20,207.12
gemma,49,sales.calendly_sla_monitoring,sales,0.0,0,6,0,311261,5617,32,33,33,165.37
gemma,50,sales.docusign_sequential_signing,sales,0.8,0,5,4,274485,5461,35,27,27,164.34
gemma,51,sales.zoom_customer_health,sales,0.25,0,4,1,532390,15001,129,20,20,482.6
gemma,52,sales.calendly_lead_scoring,sales,0.0,0,5,0,479150,7715,72,28,28,244.17
gemma,53,sales.linkedin_signal_monitoring,sales,0.7142857142857143,0,7,5,36628,2492,18,7,7,73.18
gemma,54,sales.linkedin_sales_prospecting,sales,0.7777777777777778,0,9,7,13522,1317,8,5,5,46.8
gemma,55,sales.demo_scheduling,sales,0.6666666666666666,0,6,4,126415,2798,21,16,16,96.33
gemma,56,marketing.social_engagement_response,marketing,1.0,1,7,7,58002,2201,15,12,12,78.63
gemma,57,sales.deal_escalation,sales,0.0,0,4,0,544846,9080,55,43,43,293.55
gemma,58,sales.milestone_celebration,sales,0.6666666666666666,0,6,4,21305,1497,10,5,5,53.83
gemma,59,marketing.lead_enrichment,marketing,0.5454545454545454,0,11,6,157209,5117,22,19,19,167.81
gemma,60,sales.call_transcription,sales,0.0,0,5,0,605860,8749,52,33,33,300.36
gemma,61,sales.partnership_contract,sales,0.0,0,6,0,186612,5345,38,22,22,175.97
gemma,62,marketing.contact_data_cleanup,marketing,0.8,0,10,8,83501,4908,12,12,12,162.81
gemma,63,sales.feedback_routing,sales,0.0,0,12,0,566373,10785,55,48,48,368.37
gemma,64,marketing.ad_performance_review,marketing,0.0,0,12,0,812727,15746,72,50,50,461.47
gemma,65,marketing.ad_platform_audit,marketing,0.0,0,10,0,429280,7368,40,41,41,239.47
gemma,66,marketing.conversion_tracking,marketing,0.0,0,5,0,597816,7078,37,27,27,228.15
gemma,67,marketing.campaign_launch_checklist,marketing,0.2,0,5,1,38027,4080,10,7,7,144.53
gemma,68,marketing.influencer_outreach,marketing,0.6,0,15,9,74069,6202,28,14,14,195.7
gemma,69,marketing.landing_page_alert,marketing,0.3333333333333333,0,6,2,68500,2535,14,11,11,88.57
gemma,70,marketing.referral_processing,marketing,0.6875,0,16,11,421687,12489,51,32,32,374.16
gemma,71,marketing.partner_comarketing,marketing,0.75,0,16,12,63212,4958,18,14,14,159.19
gemma,72,marketing.seasonal_campaign,marketing,1.0,1,3,3,439664,7490,57,37,37,239.99
gemma,73,marketing.lead_scoring,marketing,0.0,0,12,0,148272,7074,26,17,17,230.12
gemma,74,marketing.event_registration_sync,marketing,0.7857142857142857,0,14,11,140312,8764,51,16,16,265.99
gemma,75,marketing.content_performance,marketing,0.8571428571428571,0,7,6,16870,2730,5,6,6,86.66
gemma,76,marketing.budget_reallocation,marketing,0.8947368421052632,0,19,17,29153,2327,8,8,8,75.64
gemma,77,marketing.content_syndication,marketing,0.3333333333333333,0,6,2,50852,3248,13,10,10,109.01
gemma,78,marketing.newsletter_dedup,marketing,0.375,0,16,6,76105,4414,20,9,9,141.42
gemma,79,marketing.seo_audit,marketing,1.0,1,10,10,49774,2926,10,11,11,96.05
gemma,80,marketing.content_gap_analysis,marketing,0.35294117647058826,0,17,6,35101,3732,12,7,7,114.71
gemma,81,marketing.trending_topic,marketing,0.25,0,4,1,132550,4260,20,20,20,127.28
gemma,82,marketing.content_localization,marketing,0.8571428571428571,0,7,6,47112,2866,13,12,12,93.64
gemma,83,marketing.keyword_cannibalization,marketing,0.2857142857142857,0,7,2,42622,3174,8,9,9,99.7
gemma,84,marketing.industry_news,marketing,0.5,0,18,9,267578,12754,36,24,24,343.94
gemma,85,marketing.brand_mention_analysis,marketing,0.0,0,4,0,389215,6411,38,21,21,182.98
gemma,86,marketing.market_trend,marketing,0.6,0,10,6,38504,3372,8,9,9,95.89
gemma,87,marketing.social_scheduling,marketing,0.36,0,25,9,43504,3959,17,10,10,118.38
gemma,88,marketing.social_contest,marketing,0.875,0,8,7,64063,3774,15,11,11,117.45
gemma,89,marketing.community_engagement,marketing,0.6363636363636364,0,11,7,222044,8048,34,22,22,220.67
gemma,90,marketing.social_roi,marketing,1.0,1,18,18,90052,4600,15,15,15,128.5
gemma,91,marketing.ugc_moderation,marketing,0.5555555555555556,0,9,5,163953,7293,39,18,18,205.76
gemma,92,marketing.social_benchmark,marketing,0.0,0,39,0,518912,9915,42,31,31,272.57
gemma,93,marketing.campaign_attribution,marketing,0.9285714285714286,0,14,13,382614,12592,34,24,24,345.9
gemma,94,marketing.campaign_calendar,marketing,0.9,0,10,9,134141,5173,20,20,20,148.26
gemma,95,marketing.landing_page_optimization,marketing,0.5,0,20,10,42289,4887,10,9,9,141.3
gemma,96,marketing.campaign_handoff,marketing,0.4,0,10,4,569432,22551,59,35,35,649.74
gemma,97,marketing.campaign_retrospective,marketing,0.9411764705882353,0,17,16,96674,6134,15,16,16,169.94
gemma,98,marketing.creative_asset,marketing,0.0,0,7,0,39165,5300,14,9,9,148.63
gemma,99,marketing.vendor_management,marketing,1.0,1,12,12,56797,3588,15,10,10,120.48
gemma,100,marketing.seo_competitor_gap,marketing,0.7647058823529411,0,17,13,85805,3363,17,10,10,102.2
gemma,101,marketing.content_repurpose,marketing,0.14285714285714285,0,14,2,122468,4876,17,13,13,136.17
gemma,102,marketing.editorial_calendar,marketing,0.0,0,10,0,160270,3734,34,14,14,140.03
gemma,103,marketing.link_building,marketing,0.7692307692307693,0,13,10,175350,5414,21,16,16,146.31
gemma,104,marketing.topic_cluster,marketing,1.0,1,17,17,107365,6402,14,14,14,173.99
gemma,105,marketing.content_scoring,marketing,0.9,0,10,9,156210,7482,21,20,20,211.1
gemma,106,marketing.featured_snippet,marketing,0.0,0,2,0,220889,7323,24,22,22,205.11
gemma,107,marketing.voice_of_customer,marketing,0.2692307692307692,0,26,7,91494,7395,18,12,12,212.0
gemma,108,marketing.win_loss_analysis,marketing,0.8125,0,16,13,99917,6929,16,12,12,224.55
gemma,109,marketing.analyst_briefing,marketing,0.25925925925925924,0,27,7,175504,7088,23,24,24,198.02
gemma,110,marketing.tam_analysis,marketing,0.2857142857142857,0,14,4,177028,6101,24,25,25,181.01
gemma,111,sales.linkedin_profile_enrichment,sales,0.0,0,7,0,62824,2631,13,14,14,94.66
gemma,112,marketing.social_audit,marketing,0.7777777777777778,0,18,14,152681,5741,35,15,15,191.43
gemma,113,marketing.social_content_calendar,marketing,0.5882352941176471,0,17,10,189486,5148,21,20,20,143.68
gemma,114,sales.job_posting_contact,sales,0.0,0,7,0,729089,12780,89,37,37,431.67
gemma,115,marketing.hashtag_performance,marketing,0.0,0,33,0,187681,6196,22,23,23,204.92
gemma,116,sales.cold_email_personalization,sales,0.4,0,5,2,214502,5802,24,25,25,196.51
gemma,117,sales.multi_step_drip_campaign,sales,1.0,1,8,8,177737,7268,33,19,19,237.97
gemma,118,marketing.video_repurpose,marketing,0.8461538461538461,0,13,11,482078,7155,58,17,17,218.29
gemma,119,marketing.press_release_distribution,marketing,0.0,0,11,0,727849,12309,84,41,41,365.01
gemma,120,sales.event_followup_outreach,sales,0.5,0,10,5,206803,5222,32,17,17,171.18
gemma,121,sales.competitive_displacement_outreach,sales,0.35294117647058826,0,17,6,931688,13435,62,42,42,461.42
gemma,122,marketing.customer_milestone,marketing,0.42105263157894735,0,19,8,506032,12955,53,37,37,446.46
gemma,123,marketing.competitive_response_plan,marketing,0.6666666666666666,0,9,6,748602,8905,69,26,26,247.04
gemma,124,sales.meeting_action_items,sales,1.0,1,15,15,41560,2410,15,12,12,85.65
gemma,125,sales.champion_change_alert,sales,0.0,0,3,0,240339,5427,29,20,20,191.15
gemma,126,marketing.lifecycle_stage,marketing,0.0,0,18,0,432629,12346,42,30,30,445.91
gemma,127,marketing.product_adoption,marketing,1.0,1,8,8,35830,5580,16,9,9,163.43
gemma,128,sales.form_to_crm_qualification,sales,0.6,0,10,6,71358,3985,22,10,10,141.84
gemma,129,marketing.trial_extension_processing,marketing,0.0,0,17,0,649185,7940,35,36,36,297.89
gemma,130,marketing.podcast_episode_promotion,marketing,0.8571428571428571,0,7,6,180105,6447,33,16,16,193.65
gemma,131,sales.invalid_email_cleanup,sales,0.14285714285714285,0,7,1,671344,7394,35,36,36,264.48
gemma,132,marketing.guest_post_outreach,marketing,0.75,0,16,12,43096,4507,19,10,10,134.7
gemma,133,marketing.newsletter_unsubscribe_processing,marketing,0.2727272727272727,0,11,3,110137,4150,25,14,14,126.47
gemma,134,sales.sheets_multi_channel_campaign_router,sales,0.6666666666666666,0,12,8,126901,7064,30,12,12,261.72
gemma,135,marketing.content_expiration_alert,marketing,0.9375,0,16,15,92928,6453,25,11,11,233.95
gemma,136,sales.chatgpt_lead_classification_pipeline,sales,0.0,0,13,0,35377,2367,15,7,7,90.17
gemma,137,marketing.competitor_product_launch,marketing,0.875,0,16,14,562668,8801,44,43,43,310.38
gemma,138,sales.cross_platform_account_health_score,sales,0.3,0,10,3,178982,6239,53,16,16,229.03
gemma,139,marketing.industry_event_tracking,marketing,0.5,0,6,3,6009,1582,3,4,4,67.72
gemma,140,sales.chatgpt_lead_summary_generator,sales,0.5,0,4,2,96814,4035,39,12,12,157.65
gemma,141,marketing.partner_content_approval,marketing,0.0,0,21,0,739736,4639,63,25,25,151.9
gemma,142,marketing.analyst_mention_tracking,marketing,0.0,0,12,0,221664,7006,40,30,30,248.17
gemma,143,marketing.patent_monitoring,marketing,1.0,1,4,4,16424,2350,5,6,6,74.55
gemma,144,sales.chatgpt_proposal_customization,sales,0.0,0,20,0,112153,3713,18,13,13,145.42
gemma,145,marketing.customer_feedback_aggregation,marketing,0.2857142857142857,0,35,10,248266,8584,29,22,22,300.71
gemma,146,sales.chatgpt_email_sentiment_routing,sales,0.5454545454545454,0,11,6,128035,7489,55,12,12,265.98
gemma,147,sales.chatgpt_contract_summary,sales,0.14285714285714285,0,7,1,338667,6135,24,19,19,222.12
gemma,148,marketing.influencer_contract_tracking,marketing,0.8095238095238095,0,21,17,63544,5690,34,12,12,213.54
gemma,149,marketing.social_crisis_response,marketing,0.7272727272727273,0,11,8,62827,3463,14,11,11,120.55
gemma,150,sales.calendly_multi_stakeholder_scheduling,sales,0.4,0,5,2,117946,3680,25,11,11,142.74
gemma,151,sales.calendly_timezone_aware_scheduling,sales,0.6,0,5,3,371442,7956,35,35,35,262.95
gemma,152,marketing.social_mention_response,marketing,0.8,0,10,8,137415,4747,20,19,19,177.57
gemma,153,sales.calendly_sequential_meetings,sales,0.125,0,8,1,158517,4304,20,18,18,157.45
gemma,154,sales.calendly_availability_based_routing,sales,0.6,0,5,3,311002,7830,36,27,27,267.01
gemma,155,marketing.multi_touch_attribution,marketing,0.8666666666666667,0,15,13,113972,9211,15,16,16,284.41
gemma,156,marketing.campaign_roi_analysis,marketing,0.8260869565217391,0,23,19,67280,5915,14,11,11,179.73
gemma,157,sales.docusign_renewal_automation,sales,0.4,0,5,2,395586,9898,46,31,31,312.91
gemma,158,marketing.webinar_cancellation_workflow,marketing,0.0,0,25,0,666226,10439,56,50,50,330.69
gemma,159,sales.docusign_conditional_template_selection,sales,0.0,0,10,0,297605,9895,38,28,28,305.99
gemma,160,marketing.email_campaign_analytics,marketing,1.0,1,10,10,109189,4372,17,16,16,138.74
gemma,161,sales.docusign_completion_processor,sales,0.0,0,11,0,358171,4862,22,23,23,167.85
gemma,162,marketing.landing_page_conversion,marketing,0.7,0,20,14,283659,12726,33,34,34,405.48
gemma,163,sales.docusign_bulk_nda_sender,sales,1.0,1,7,7,164449,5545,26,12,12,181.97
gemma,164,marketing.seo_brief_prioritization,marketing,0.6153846153846154,0,13,8,362306,8902,40,33,33,277.29
gemma,165,marketing.blog_refresh_queue,marketing,0.6,0,10,6,317540,7760,42,30,30,238.58
gemma,166,sales.zoom_webinar_lead_scoring,sales,0.75,0,8,6,204925,5872,43,22,22,190.13
gemma,167,marketing.customer_story_intake,marketing,0.6666666666666666,0,3,2,24486,1702,13,11,11,58.2
gemma,168,marketing.event_sponsorship_screen,marketing,0.825,0,40,33,105988,7662,30,14,14,238.97
gemma,169,sales.zoom_recurring_meeting_optimizer,sales,0.0,0,4,0,308835,7841,64,29,29,251.44
gemma,170,sales.zoom_regional_webinar_coordinator,sales,0.8,0,5,4,410200,9865,48,25,25,311.99
gemma,171,marketing.news_digest_dedup,marketing,0.0,0,18,0,1550474,16836,90,50,50,522.58
gemma,172,sales.gcal_travel_time_buffer,sales,0.4,0,5,2,17497,1736,9,5,5,55.33
gemma,173,sales.gcal_deal_milestone_tracker,sales,0.0,0,5,0,117930,4339,19,18,18,137.26
gemma,174,sales.full_sales_cycle_orchestrator,sales,0.125,0,8,1,204072,5829,37,14,14,180.77
gemma,175,marketing.app_review_triage,marketing,0.5833333333333334,0,12,7,87332,7250,41,14,14,224.37
gemma,176,sales.event_to_opportunity_pipeline,sales,0.4,0,10,4,336959,5309,33,16,16,162.29
gemma,177,sales.contract_renewal_coordinator,sales,0.375,0,8,3,213442,5338,32,13,13,166.28
gemma,178,marketing.utm_audit_and_fix,marketing,0.11764705882352941,0,17,2,66666,5220,18,11,11,159.15
gemma,179,marketing.social_comment_response_queue,marketing,0.8571428571428571,0,21,18,278644,7608,29,25,25,256.5
gemma,180,marketing.influencer_contract_reminders,marketing,0.8,0,10,8,60124,4567,13,11,11,130.43
gemma,181,marketing.email_blast_suppression,marketing,0.8333333333333334,0,6,5,108513,4689,20,14,14,142.31
gemma,182,marketing.newsletter_sponsor_invoicing,marketing,0.7368421052631579,0,19,14,79005,4292,23,15,15,124.27
gemma,183,sales.zoom_meeting_roi_analysis,sales,0.5,0,6,3,548867,9016,35,35,35,280.02
gemma,184,sales.historical_context_pipeline_report,sales,0.0,0,5,0,210207,6492,30,24,24,210.18
gemma,185,operations.asana_fire_drill,operations,0.8,0,5,4,321888,3976,29,22,22,131.93
gemma,186,sales.cross_modal_renewal_processing,sales,1.0,1,4,4,119188,3335,20,18,18,109.06
gemma,187,marketing.twitter_influencer_followup,marketing,1.0,1,5,5,37382,3986,26,9,9,134.63
gemma,188,operations.trello_basecamp_compliance,operations,0.3333333333333333,0,3,1,42990,4298,11,10,10,137.88
gemma,189,sales.unreliable_label_account_review,sales,1.0,1,7,7,49753,3669,13,10,10,120.61
gemma,190,operations.monday_email_update,operations,0.375,0,8,3,566457,13028,88,38,38,406.23
gemma,191,sales.historical_win_loss_recap,sales,0.0,0,4,0,798177,11255,69,50,50,348.09
gemma,192,marketing.facebook_photo_highlight,marketing,1.0,1,4,4,360873,4292,39,17,17,135.01
gemma,193,operations.jira_confluence_incident,operations,0.6666666666666666,0,3,2,133355,5520,24,16,16,180.23
gemma,194,sales.vendor_review_prep,sales,0.8571428571428571,0,7,6,436824,9106,59,29,29,281.79
gemma,195,marketing.instagram_approved_asset_publish,marketing,0.25,0,4,1,424384,6138,24,25,25,198.46
gemma,196,operations.drive_notion_archive,operations,0.6666666666666666,0,3,2,253221,5516,26,26,26,183.93
gemma,197,sales.overdue_followup_flag,sales,0.3333333333333333,0,9,3,1084705,12127,59,32,32,378.81
gemma,198,operations.calendar_airtable_maintenance,operations,0.5,0,2,1,69706,3838,14,10,10,132.03
gemma,199,marketing.linkedin_company_update,marketing,0.8,0,5,4,690835,6271,66,22,22,197.93
gemma,200,operations.pipefy_vendor_onboarding,operations,0.0,0,5,0,889266,9302,58,40,40,288.44
gemma,201,marketing.linkedin_speaker_outreach,marketing,1.0,1,9,9,126369,4091,26,18,18,137.31
gemma,202,operations.asana_safety_walk_log,operations,0.75,0,4,3,283334,8090,27,24,24,258.46
gemma,203,marketing.google_ads_pause_low_ctr,marketing,0.75,0,4,3,19697,2186,6,7,7,68.63
gemma,204,operations.trello_vendor_hold_email,operations,0.7142857142857143,0,7,5,37226,2551,18,10,10,84.48
gemma,205,marketing.google_ads_high_intent_list_from_hubspot,marketing,1.0,1,3,3,92663,4762,18,19,19,167.03
gemma,206,operations.monday_slack_inventory,operations,0.5,0,4,2,76318,3312,15,10,10,115.27
gemma,207,operations.confluence_gmail_policy_notice,operations,0.6,0,5,3,154489,3361,21,21,21,130.98
gemma,208,operations.drive_slack_dock_schedule,operations,0.8,0,5,4,954862,13632,88,39,39,420.35
gemma,209,operations.notion_gmail_checklist_update,operations,0.2,0,5,1,789115,7371,49,45,45,234.09
gemma,210,marketing.event_followup_personalization,marketing,1.0,1,9,9,402021,11590,57,38,38,363.49
